	Unnamed: 0	source_link	article_title	article_publish_date	article_text	category
47	152	https://newrepublic.com/article/154870/brazil-mudslide-photos-the-whole-town-finished	“The Whole Town Is Finished”	2019-10-04 00:00:00	"That was the first thing I thought when I saw the river of mud running down the hill. It was filled with everything: cars, trees, animals. And they were all just rushing by.

This had happened before in a different town in Minas Gerais about five years ago, but I never imagined it could happen here. A few months before the mudslide, the people from Vale had told us the dam posed no risk. That was in September, and by January it was broken. I remember hearing the sound of helicopters coming from the mines about twenty minutes after the break, and my heart fell to my chest because my sons were working in the mines.

It was my youngest, Caio César, who I was most worried about. The mudslide happened at noon, and normally he would be having lunch at a restaurant right where the mudslide went through. Somehow, on that day, by the grace of God, he decided to go for lunch an hour later than usual. It was a miracle, is all I can say."	neg
48	154	https://www.thepigeonexpress.com/landslide-collapses-100-year-old-italian-cemetery-into-the-ligurian-sea/	Landslide collapses 100-year-old Italian cemetery into the Ligurian Sea • The Pigeon Express	2021-02-24 06:50:42+00:00	"A landslide on the Italian coast near Genoa caused the collapse of a cemetery, leading to hundreds of coffins falling into the sea.

The Camogli cemetery, built more than 100 years ago, is situated along an area of rocky seaside cliffs. Francesco Olivari, the mayor of Camogli, called the collapse an “unimaginable catastrophe.”

It is estimated that 200 coffins had fallen, but only 10 have been recovered, according to Giacomo Giampedrone, regional assessor of civil protection. Recovering the rest of them “will depend on the sea in the coming days,” he added.









On Saturday, maintenance being performed along the area of fragile coastline was abruptly stopped when workers noticed cracks in the rock.

A team of geologists with the department is using drones to get a better sense of the damage and determine if there is danger of another.

Port officials closed a section of the coast below the cemetery to keep the coffins from floating out to sea.







On Tuesday after surveying the site, officials said they will continue work on recovering the coffins and corpses."	pos
49	158	https://www.visaliatimesdelta.com/story/news/local/visalia/2019/08/29/rockslides-close-pacific-crest-trail-near-lake-isabella/2141733001/	Rockslides close Pacific Crest Trail near Lake Isabella	2019-08-29 00:00:00	"Rockslides triggered by the Ridgecrest quakes and recent seismic activity has closed portions of Pacific Ridge Trail near Lake Isabella, according to the Bureau of Land Management.

Three sections of the state's most popular trail are buried under tons of boulders, rock and dirt from the steep, stony slopes of the Owens Peak ridgeline, approximately eight miles north of Walker Pass in Kern County.

The buried section can't be traveled by horseback, north of Walker Pass, where the trail crosses State Route 178 near Lake Isabella. Hikers are urged to use extreme caution when traversing the rocky terrain, as the unstable rocks can shift at any time, authorities said.

Debris removal from the 100-foot rockslide will begin in late September. There is no timeframe for when the trail will be cleared and the hillside stabilized, the bureau stated.

Seismic activity continues in the area and recreationists may experience more rockfalls and hazards along the trail and farther north for roughly 20 miles.

To avoid the 25-mile damaged Owens Peak section, southbound hikers can exit the trail at the Chimney Creek Campground via car by taking Canebrake Road, also known as the Chimney Peak Backcountry Byway, eastward to State Route 178 to get back on the trail at Walker Pass.

The Pacific Crest Trail spans the highest portion of the Sierra Nevada and the Cascade Range, stretching 2,650 miles from the U.S.–Mexico border to the U.S. –Canada border, passing through 25 national forests and seven national parks in California, Oregon and Washington.

Every year, hundreds of thousands of hikers use the trail — portions of which run through Tulare County and Kings Canyon National Park.

Few actually complete the country-spanning trek.

The Pacific Crest Trail was designated by President Lyndon B. Johnson in 1968. The long-distance hiking and equestrian trail was not officially completed until 1993.

Joshua Yeager covers water, agriculture, parks and housing for the Visalia Times-Delta and Tulare Advance-Register newspapers. Follow him on Twitter @VTD_Joshy. Get alerts and keep up on all things Tulare County for as little as $1 a month. Subscribe today."	pos
50	159	https://www.nytimes.com/2020/09/13/world/asia/nepal-landslides.html?partner=IFTTT	Dozens Feared Dead as Nepal Landslides Wipe Out Homes	2020-09-13 00:00:00	"KATHMANDU, Nepal — Landslides set off by heavy rainfall this weekend killed at least 11 people and left many more missing in a hilly region of Nepal that borders Tibet, officials said, bringing a renewed crisis to an area that was hit hard by a devastating 2015 earthquake.

Many locals had only recently rebuilt their homes in a district that since the earthquake has emerged as one of Nepal’s most vulnerable to landslides. Nepal is also being battered by an economic crisis and widespread unemployment brought on by the coronavirus pandemic, which has left 336 people dead in the country.

As many as 20 people from the village of Barhabise were missing on Sunday after the landslides, which washed away 28 homes in the region on Saturday night, leaving rescuers racing to find survivors and dig them out.

“Rescuers are working hard, but rescuing the missing people alive seems impossible,” said Shreedhar Neupane, a press secretary to the speaker of Nepal’s House of Representatives, Agni Prasad Sapkota."	pos
51	160	https://www.theguardian.com/world/2019/aug/29/canada-salmon-fraser-river-british-columbia	Canada: workers race to free millions of salmon trapped after huge landslide	2019-08-29 00:00:00	"Helicopters, heavy machinery and nearly 200 workers are frantically working to free millions of salmon trapped by a landslide in western Canada.

Government crews in the area have worked relentlessly along the banks of the Fraser River to clear debris after a rockslide, discovered in a late June, created an impassable 5m-high waterfall.

Each year, several species of Pacific salmon – sockeye, chinook, pink and coho – travel up British Columbia’s Fraser River to reproduce. But the newly formed barrier has blocked the fish from accessing critical watersheds for egg laying.

Weeks of excavation have shown success: already, 12,000 salmon have passed through carefully constructed channels. And 44,000 salmon – as many as 3,000 per day – have been transported by helicopter.

“Nothing is off the table unless it’s determined as not being feasible. We are looking at any and all options,” Michael Crowe of the Department of Fisheries and Oceans, told reporters on Wednesday. The team hopes to continue moving fish by truck, after the road was rebuilt, as well as developing a fish ladder.

Emergency crews have leaned heavily on local Indigenous communities, and their knowledge of salmon spawning, to help gather tens of thousands of fish.

“First Nations’ technical knowledge in fish capture – from beach-seining crews to a second fish wheel – underpins the operation,” said the government in a media release.

Muddy, fast-moving water has made it difficult for officials to estimate the number of salmon trapped below the landslide site. In previous years, said Crowe, millions of salmon would be passing through this section of the Fraser River. A number of fish have been outfitted with radio tracking collars in order to give a clearer picture of how many have successfully moved upstream.

The landslide, and the frantic effort to clear it, highlights the barriers – natural and human-made – that salmon face each year.

In much of western North America, hydroelectric dams have blocked critical spawning routes. In recent years, the plight of displaced salmon has prompted increasingly dramatic attempts to move the fish, including the “salmon cannon” – footage of which recently went viral.

The efforts in British Columbia to free the trapped salmon comes amid a difficult times for the fish: recent data suggests sockeye salmon have plummeted 75% over the last century in Canada. Last week, the department of fisheries and oceans confirmed the dire state of sockeye when it warned only 600,000 were expected to spawn this year, as apposed to the normal return of five million. Chinook salmon, which are also stranded in the river, are also endangered."	pos
52	162	https://www.wweek.com/news/2019/02/28/this-drone-footage-of-a-sinking-highway-on-the-oregon-coast-signals-whats-to-come-as-climate-change-makes-landslides-more-common/	This Drone Footage of a Sinking Highway on the Oregon Coast Signals What’s to Come as Climate Change Makes Landslides More Common	2019-02-28 00:00:00	"Highways along the Oregon coast could be the next casualties of climate change.

On Tuesday, the Oregon Department of Transportation tweeted, roads outside of the coastal town of Brookings turned into warped and jagged chunks of asphalt after a landslide stripped away the sediment beneath Highway 101.

US 101 remains closed at MP 344, 12 mi north of #Brookings. This is a chronic trouble spot on US 101, which shifted abruptly yesterday. Nearby Carpenterville Hwy is open to traffic, but is a narrow, winding road. It's not a viable detour route for any trucks. #HooskanadanSlide pic.twitter.com/NOZZY26OlZ — Oregon DOT (@OregonDOT) February 26, 2019

According to ODOT, the landslide occurred 12 miles outside of Brookings at a ""chronic trouble spot on US 101.""

A drone video captured yesterday by Brookings, Ore.-based road-repair company Tidewater Contractors shows the impressive extent of the damage done by the heavy rain.

Dan Latham, an ODOT spokesperson, told The Oregonian that this is the largest landslide the agency has seen since 2005 or 2006. But as climate change leads to more extreme weather events, researchers at Oregon State University say this is likely to become the new normal.

A new study from the university's College of Engineering and College of Forestry says landslides on unstable slopes along the Oregon coast could increase by 30 percent in coming years.

""If we see increased extreme events like storm surge, then we'll see increased bluff erosion,"" one of the study's authors, Ben Leshchinsky, a forest engineering and civil engineering researcher at OSU, says in a statement. ""These creeping landslides that are already active and moving every year, they'll move a lot more. If erosion increases 10 percent, slide movements might increase by 20 or 30 percent.""

Increases in groundwater levels drive landslides like the one that occurred on Highway 101, the report noes, but seaside cliffs that are eroding rapidly as they are hit with increasingly powerful waves could also do serious damage.

""As a bluff's toe erodes, the soil in the bluff shifts gradually,"" the report says, ""sometimes ending in collapses that can topple houses and bury roads such as Highway 101, which runs the length of the Oregon coast.""

Leshchinsky says the erosion is often imperceptible, as it occurs underground, and is made worse by climate change. He adds that research is crucial ""especially considering estimates of future sea level rise and possible changes in the magnitude and frequency of coastal storms.""

Leshchinsky and his colleagues suggest stabilizing dunes with vegetation, walls, cobbles and boulders.

""If we can decrease erosion,"" he says, ""then for some of the smaller slides, we could, potentially, arrest or slow slide movement significantly."""	neg
53	164	https://www.reuters.com/article/us-myanmar-mine/police-among-18-feared-killed-in-landslide-at-myanmar-jade-mine-idUSKCN1UN05V?il=0	Police among 18 feared killed in landslide at Myanmar jade mine	2019-07-28 06:59:27+00:00	"YANGON (Reuters) - A landslide at a Myanmar jade mine killed 14 people including at least one policemen in the early hours of Sunday as earth and mud engulfed a guard post, and four people were missing and feared dead, police said.

The jade hub of Hpakant, in Kachin State in the north of the north of the country, is frequently hit by deadly accidents, despite government pledges to clean up the lucrative mining industry.

In April, 55 mining company employees were killed when a pond up a slope from where they were digging breached its banks, leading authorities to suspended 17 mining blocks over safety concerns.

The police chief in the area, Than Win Aung, told Reuters from the accident site that 14 bodies had been recovered and four people, two of them policeman who were guarding the mining site, were missing and feared dead.

“We were able to rescue two members of the police who only injured their heads, and sent them to hospital,” he said.

One policeman was confirmed dead, he said.

The government has ordered all mining activity in Hpakant to cease during Myanmar’s May-October monsoon season, but people in the area say scavengers still scour tailing piles for jade.

“The companies aren’t operating because of the water,” said Than Win Aung. “Security people are on duty in order to prevent landslides due to illegal mining.”

Yau Dau, 25, who lives next to the mining site, said the landslide happened after midnight.

“I was still awake. The sound of the landslide was really frightening. I thought we’re gone ... our house was shaking,” he said.

Official sales of jade in Myanmar were worth 671 million euros ($750.04 million) in 2016-17, according to the most recent data published by the government as part of an Extractive Industries Transparency Initiative.

But analysts believe the true value of the industry, which mainly exports to China, is much larger."	pos
54	165	https://www.cyber-rt.info/news/cameron-highland-road-closed-due-to-landslides/	Cameron Highland road closed due to landslides	2019-05-25 07:01:46+00:00	"CAMERON HIGHLANDS, 25 May 2019:

Two landslide incidents occurred here early this morning, but no casualties were reported, said Cameron Highlands police chief DSP Ashari Abu Samah.

Apart from the heavy rainfall through the morning, he said a burst water pipe at one of the locations had also triggered the landslide.

He said the first incident at Jalan Ulu Merah, Ringlet near the vegetable farms, occurred at about 6am adding that the landslide covered a 10m stretch.

“Following the mudslide, the road was closed to all vehicles to allow the Works Department to clear the debris and earth.”

Ashari added that the other incident occurred at 9.30am near a quarry at Jalan Ringlet-Blue Valley .

He said here the landslide covered a 32m stretch and as at 1pm today only one lane was opened to vehicles and cleaning works were still underway.

– Bernama"	pos
55	170	http://www.hawaiinewsnow.com/2019/02/19/landslide-leads-closure-pali-highway-kailua-bound/	Contraflow on Pali Highway begins, paving the way for a smoother commute	2019-02-19 00:00:00	"PALI HIGHWAY (HawaiiNewsNow) - It appeared to be a smoother commute for Windward Oahu drivers on Thursday morning after the state reopened lanes of the Pali Highway for Honolulu-bound commuters.

Starting at 5 a.m., the state contraflowed Kailua-bound lanes to be used for town-bound commuters. The contraflow lasted until 9 a.m. with no major problems reported.

The partial reopening was aimed at easing gridlock after a landslide on Monday forced the closure of both directions of the major thoroughfare. On Wednesday, officials acknowledged it “could be months” before Honolulu-bound lanes of the highway reopen.

The morning contraflow will continue until further notice. The state will also change direction of the lanes for the afternoon commute.

Here’s how the contraflow will work:

Kaneohe-bound lanes of the Pali Highway will be used for town-bound commuters.

The morning contraflow will run from 5 a.m. to 9 a.m.

In the afternoons, starting at 3 p.m., Kaneohe-bound lanes will be used for Kaneohe-bound traffic.

For now, the afternoon contraflow will run from 3 p.m. to 7 p.m. and then the highway will be closed again.

#Hitraffic update: The #Pali Hwy contraflow is working well for drivers going Honolulu bound. FYI drivers can use both lanes coming from Kailua (from Castle Hospital). You do not need to merge to the right lane before Castle Junction. Follow the path of the cones. pic.twitter.com/1EbhSKKALB — Hawaii DOT (@DOTHawaii) February 21, 2019

Ed Sniffen, state Transportation Department deputy director for highways, said the contraflow was the best ― and only ― short-term solution to ease traffic for Windward Oahu commuters.

“We just want to make sure that when we open this up, we’re very cautious about it,"" he said, in a news conference Thursday. “I wish I had better news for everybody.”

The problems started Monday, when multiple landslides sent SUV-sized boulders and mounds of debris onto first the Kailua-bound and then the Honolulu-bound lanes of the highway, sending three people to the hospital.

In the days that followed, the situation worsened.

Overnight, large rocks continued to rain down onto the town-bound lanes, and the landslides also damaged portions of Old Pali Road, leaving slabs of concrete perched precariously overhead.

HDOT addresses ongoing Pali closure #LIVE: The Pali Highway is going to remain closed longer than anticipated. Transportation officials are addressing the conditions along the roadway. #HINews #HNN Posted by Hawaii News Now on Wednesday, February 20, 2019

Sniffen said officials are considering several options to stabilize the hillsides above the townbound lanes, including “structural solutions” that could be built on site.

“We’re re-looking at the options here,” he said.

He added the contraflow “may go on for months” to provide needed capacity in the mornings and afternoons.

The Pali Highway sees about 50,000 vehicles per day, and bringing the two lanes on the highway back into service are “going to be big” for easing congestion, Sniffen said.

On Wednesday morning, the highway closure continued to snarl traffic for Windward Oahu drivers, adding a half an hour or more to drive times.

“It was very slow coming through,” said Kahaluu resident Brad Cooper.

He added that even though he left his home early Tuesday, the drive to town that usually takes him 25 minutes still took more than a hour using the Likelike Highway.

The heavy traffic on the major roadways overflowed onto side streets.

“We didn’t even actually get on the highway. It was just the road that sits next to the highway so it was much longer than anticipated,” said Honolulu resident Ann Miller.

Authorities said there were at least two separate landslides Monday, which came after a weekend of heavy rains.

The more serious landslide was into the Honolulu-bound lanes and happened about 6 p.m.

Authorities said a 43-year-old woman sustained serious injuries from falling debris, paramedics said. Two children, ages 9 and 2, were also taken to a hospital in stable condition.

#hitraffic Update: The Pali Hwy will remain closed in both directions today. HDOT is targeting opening the Kailua bound... Posted by Hawaii Department of Transportation on Tuesday, February 19, 2019

About an hour earlier, a landslide came down onto Kailua-bound lanes.

The last landslide onto the Pali Highway was in August, and following that incident, the state ordered specialized impact fencing for the area. But that fencing would no longer work for the hillside, Sniffen said.

Autoplay Caption

This story will be updated.

Copyright 2019 Hawaii News Now. All rights reserved."	pos
56	173	https://www.livemint.com/news/india/earthquake-triggers-landslides-in-mizoram-23rd-to-hit-state-in-5-weeks-11595603365790.html	Earthquake triggers landslides in Mizoram, 23rd to hit state in 5 weeks	2020-07-24 20:50:19+05:30	"CHAMPAI : An earthquake of 3.8 magnitude shook east Mizoram's Champhai district on the Myanmar border on Friday, according to the National Centre for Seismology (NCS).

This is the 23rd quake to jolt the northeastern state in the last five weeks.

The quake on Friday occurred at 11.16 am and the epicentre was 29 km southeast of Champhai, the NCS said.

The earthquake and heavy rains caused landslides at several places in the district, Champhai Deputy Commissioner Maria CT Zuali told PTI.

She said two buildings have been vacated and the water supply pipeline to Dungtlang village was damaged due to landslides.

The quantum of damage is yet to be ascertained as officials are assessing it, Zuali added

Many people have set up makeshift tents and camps, and are sleeping outside their houses spooked by frequent quakes.

The district administration has provided them tarpaulins, water tanks, solar lamps, first aid kits and eatables, according to officials.

A series of earthquakes have hit the state since June 18 with remote Champhai being the worst-affected.

Earthquakes have also rocked Saitual, Serchhip and Siaha districts.

Earlier in the day, newly elected Rajya Sabha member from Mizoram K Vanlalvena, who is at present in the national capital, called on the secretary at the Union Ministry of Earth Sciences, M Rajeevan, and asked him to send a team to the state.

Speaking to PTI from New Delhi, Vanlalvena said he urged the ministry to send seismologists to assess the cause of the frequent earthquakes.

He said the secretary told him that they were taking the earthquakes in Mizoram seriously and would put forward the matter before higher authorities.

This story has been published from a wire agency feed without modifications to the text.

Subscribe to Mint Newsletters * Enter a valid email * Thank you for subscribing to our newsletter.

Topics"	neg
57	175	https://indianexpress.com/article/north-east-india/assam-landslides-floods-barak-valley-deaths6438809/	Assam: Landslides, triggered by continuous rainfall, kill 21 in Barak Valley	2020-06-02 20:09:32+05:30	"The landslides in Barak Valley took place in the early hours of Tuesday morning. (Source: Special Arrangement)

At least 21 persons were killed, including children, in a series of rain-induced landslides that took place in three districts of southern Assam’s Barak Valley—Cachar, Karimganj and Hailakandi—on Tuesday morning.

The incidents come on the heels of the first wave of floods, which displaced lakhs in the state in the past week.

Condoling the deaths, President Ramnath Kovind tweeted, “The loss of lives due to heavy rains and landslides in Barak valley, Assam is tragic. Local authorities are undertaking rescue and relief efforts. Condolences to the bereaved families. Prayers for everyone’s safety and well-being.”

Earlier in the day, Assam Chief Minister Sarbananda Sonowal had said that he was “deeply anguished” at the loss of lives in Barak valley. The government has dispatched teams for rescue and relief operations to the spots.

Deeply anguished at the loss of lives due to landslides triggered by incessant rain in Barak valley. I have directed Cachar, Hailakandi & Karimganj district administrations and SDRF to step up rescue, relief operations and facilitate all possible help needed to those affected. — Sarbananda Sonowal (@sarbanandsonwal) June 2, 2020

As per officials at the Assam State Disaster Management Authority, Cachar district has reported 7 deaths (4 children, 3 adults) in the Lakhipur revenue circle, Karimganj district has reported 6 deaths (3 children, 3 adults) in the Nilambazar Revenue Circle and Hailakandi district has reported 8 deaths (6 adults, 2 children) in the Hailakandi revenue circle.

CM Sonowal wrote further in his tweet: “I have directed Cachar, Hailakandi & Karimganj district administrations and SDRF to step up rescue, relief operations and facilitate all possible help needed to those affected.” The CM also directed the respective district administrations to immediately release ex-gratia to the next of kin of the deceased.

“Most of the houses were make-shift and located near a hillock. We have been witnessing continuous rainfall in the last 3-4 days but last night it was particularly heavy,” said a district official from Hailakandi, adding that the victims belonged to two families.

In Cachar district too, the houses were located under a hillock. “The rains caused the soil to loosen and resulted in landslides which destroyed the houses,” said an official from Cachar district, who wished to remain anonymous. “We had a record-breaking 150 mm of rainfall last night — it was unprecedented.”

Nagaon: Villagers watch a washed away road after flooding by Borpani River due to incessant rainfall at Madhab Para near Kampur in Nagaon district of Assam. (PTI Photo/ May 22, 2020.) Nagaon: Villagers watch a washed away road after flooding by Borpani River due to incessant rainfall at Madhab Para near Kampur in Nagaon district of Assam. (PTI Photo/ May 22, 2020.)

The bodies have been recovered and sent for an autopsy.

Incessant rainfall has caused several districts of Assam to flood in the past week. As of June 1, more than two lakh people have been affected and nine people have been killed."	pos
58	179	https://www.npr.org/2020/07/02/886963705/landslide-at-myanmar-jade-mine-kills-at-least-162	Landslide At Myanmar Jade Mine Kills At Least 162	2020-07-02 00:00:00	"Landslide At Myanmar Jade Mine Kills At Least 162

Enlarge this image toggle caption BBC video/NPR screengrab BBC video/NPR screengrab

A massive landslide at a jade mine in Myanmar has killed at least 162 people – a moment captured in dramatic video showing a wall of earth sliding down a mountainside into a water-filled open pit.

A landslide at a jade mine in northern Myanmar killed at least 113 people, after a pile of mine waste collapsed into a lake, triggering a wave of mud and water that buried scores of workers. Read more https://t.co/SSP9L9XUTO pic.twitter.com/XcW2Dzwjy4 — Reuters India (@ReutersIndia) July 2, 2020

About 12 hours after the landslide, the Myanmar Fire Services Department said it had recovered 162 bodies and that 54 people who were injured had been taken to the hospital for treatment. The death toll makes the disaster the worst known in the jade mining industry, surpassing an accident in 2015 that killed 113 people.

""The jade miners were smothered by a wave of mud, which hit after heavy rainfall,"" the Fire Service said, according to The Associated Press. Reuters says the victims were mostly ""jade pickers"" — people who sift through tailings to scavenge small bits of the semi-precious stone.

The landslide occurred in Kachin state, about 600 miles north of the country's largest city, Yangon. Kachin is the center of the world's most lucrative jade-mining industry. Myanmar's jade industry was estimated to be worth $31 billion in 2014.

Video posted to social media showed miners racing uphill to escape the avalanche of mud.

Maung Khaing, a 38-year-old miner from the area who witnessed the accident, told Reuters that he was about to take a photo of the precarious waste mound that he felt was set to collapse when people began shouting ""run, run!""

""Within a minute, all the people at the bottom (of the hill) just disappeared,"" he told Reuters by phone.

""I still have goose bumps,"" he said. ""There were people stuck in the mud shouting for help but no one could help them.""

According to Reuters, a local official had warned people not to go to the mine on Thursday because of heavy rain."	pos
59	180	http://www.dogtreatsmart.com/dog-survives-massive-landslide-that-swept-8-buildings-into-sea/	Dog survives massive landslide that swept 8 buildings into sea	2020-06-19 21:04:57-05:00	"Alta, Norway – Drones in Norway have captured shocking footage of a portion of the city of Alta’s coastline being sucked into the sea in a matter of minutes.

A dog was also swept away in the disaster but heroically swam back to the mainland. An emergency rescue team was able to retrieve the muddied pup via helicopter.

Source: nypost.com"	pos
60	181	https://www.staradvertiser.com/2019/04/10/hawaii-news/nearly-1-year-after-flood-aina-haina-library-reopens/?HSA=f6e29161be004580ce0f8a9549506b4f77569b94	Nearly 1 year after flood, Aina Haina library reopens	2019-04-10 00:00:00	"Mahalo for supporting Honolulu Star-Advertiser. Enjoy this free story!

Almost a year after damage from record rainfall and flooding forced its closure, Aina Haina Public Library reopened Tuesday. Read more

Almost a year after damage from record rainfall and flooding forced its closure, Aina Haina Public Library reopened Tuesday.

The flooding was caused by thunderstorms from April 13 to 16 that triggered landslides and road closures on Kauai and East Oahu, and prompted President Donald Trump to issue a major disaster declaration.

At the Aina Haina library, the deluge caused major water damage from front to back and soaked the flooring in muddy water, according to Mallory Fujitani, special assistant to the state librarian of the Hawaii State Public Library System.

“I thought, ‘There’s no way that library is going to be open tomorrow,’” Cathy Gold, board member of Friends of Aina Haina Library, recalled. “It was unbelievable. … We didn’t expect it to be closed for so long.”

A nanny for an Aina Haina family said she would bring her client’s 2-year-old to the library at least twice a week and was disappointed when it had to be closed for repairs.

A mother who brought her 1-year-old to the library for the first time at the reopening said she wanted to come every day.

“It’s really spacious and kid-friendly,” Sheena Sumi­moto said of the newly renovated space.

Improvements included new flooring, furniture, repainting of the interior and exterior, and updated bathrooms.

The update cost about $650,000. About $350,000 was allocated for flood repairs, and $300,000 was from an existing contract to redo the bathrooms.

After the work was completed, over 80 volunteers from Aina Haina Prepared and Friends of Aina Haina Library spent over 270 hours unpacking and restocking 1,700 boxes of items, Fujitani said. Among those volunteers was Tommy Waters, a candidate for the District 4 seat in the Honolulu City Council.

The library reopened at 1 p.m. with a blessing from the Rev. Christoper Bridges of Episcopal Church of the Holy Nativity. Celebrations continued into the evening with live performances by ukulele virtuosos Jake Shimabukuro and Taimane Gardner.

The library will be the third to launch an ukulele-­lending program hosted by the Music for Life Foundation. When it launches within the next few months, the public will be able to borrow ukulele as they would books, and take ukulele lessons at the library. Nanakuli Public Library and Waimanalo Public Library already have ukulele-lending programs.

Last year’s flooding around Aina Haina was partly due to the overflowing of Wailupe Stream, which had been blocked by build-up of debris higher in the watershed that was brought down, according to city officials. The blockage caused the water to build up and overrun its banks instead of flowing freely.

Waters expressed concern about current flood mitigation efforts in the area.

“They built a couple dams within the stream, and that’s troubling to me because I thought the problem was that the water couldn’t free-flow down to the ocean because of all of the debris,” Waters said. “Just from a common-sense point of view, it doesn’t make sense.”

He said he’s reached out to city officials but has yet to hear back.

Correction: Clarification: An earlier version of this story said Wailupe stream’s flooding last year was mostly due to poor maintenance, which some residents contend. City officials, however, say that it was due to debris build-up in the stream."	pos
61	182	https://sanfrancisco.cbslocal.com/2019/02/26/los-gatos-braces-for-more-mudslides-with-bolted-barriers/	Los Gatos Braces For More Mudslides With Bolted Barriers	2019-02-26 00:00:00	"LOS GATOS (KPIX 5) -- Santa Clara County and Caltrans crews are keeping an eye on unstable hillsides on Hicks Rd. near Los Gatos. Crews have placed concrete barriers bolted together as a quick fix to stop mudslides from blocking the road during Monday's storm.

Drivers are happy with the temporary solution, which will save them from having to detour all the way around the road if it lasts through the storm.

""For what I gotta do, it's the best thing to happen, you know?"" said Eric Zalaya.

Earlier this month, the last atmospheric river turned Hicks Rd. into a rocky, soupy mess. Now, a large chunk of the steep, muddy hill is gone, exposing a layer of more stable rocky shale. There are some trees that cling right on the edge of the hillside with exposed roots.

Santa Clara County hopes the barriers will hold the hillside through the onslaught of Monday's storm.

""Once this last storm rolls through, probably a month to let it dry completely out. We'll go out there and clean everything up and be able to give them the whole road back,"" said Dan Pendergraft of Santa Clara County Roads.

Crews in the South Bay were also making progress on another major shutdown after installing vertical piles to reinforce the road. However, the continued rain has made it difficult to give an accurate estimate on the opening.

Three weeks ago, the ground below the road started to give way, in what's known as a ""slipout."" After nearly a month of posted warning signs, media coverage and closures on Google Maps, drivers are still trying to pass through, only to get frustrated and disappointed.

One driver trying to reach her grandchildren in Palo Alto told KPIX 5 she had to take a 27 mile detour; she looped back around onto Highway 9, then to Highway 85 before finally driving onto Highway 280.

As for the reopening of Highway 35, the best estimate officials had was for one lane to be open at the end of February, but that likely will not happen until early or mid-March.

Keep up with the atmospheric river on CBS San Francisco Weather."	pos
62	183	https://www.japantimes.co.jp/news/2019/08/28/national/special-landslide-flood-warnings-issued-downpours-hit-western-japan/	Article expired	2019-08-28 00:00:00	"It looks like you're using an ad blocker.

To enjoy our content, please include The Japan Times on your ad-blocker's list of approved sites.

Thank you for supporting our journalism."	neg
63	185	https://www.nation.co.ke/news/africa/Dozens-missing-after-Uganda-landslides/1066-5145868-14q3cem/index.html	5 dead, dozens missing in Uganda landslides: Red Cross	2020-07-03 12:09:35+00:00	"KAMPALA,

Five people have died and dozens are missing after heavy rains triggered a series of landslides in eastern Uganda's mountainous Bududa district, the Red Cross said on Wednesday.

The organisation said that around 50 people were believed missing and 150 houses destroyed after the landslides on Tuesday night in the foothills of Mount Elgon -- an extinct volcano with five major peaks.

""Five confirmed dead,"" said Uganda Red Cross spokeswoman Irene Nakasiita, adding these included a 73-year-old woman and several children.

""There were multiple landslides,"" in Bududa district, ""but for now Red Cross has concentrated in the worst hit areas"", she said in a statement.

""The local Red Cross branch volunteers together with the local police joined efforts and retrieved the bodies.

""The affected areas have steep slopes. It is threatening to rain again (and) accessibility is still a challenge,"" she added.

HIGH RISK

Local lawmaker Godfrey Watenga told AFP the landslides had taken place late on Tuesday evening.

""It is a tragic occurrence. Many people are said to be dead and many missing but we are trying to get the details as the terrain here is difficult to manoeuvre and get to the affected villages.""

Bududa district, which lies on the border between Uganda and Kenya, is a high risk area for landslides.

In 2018 at least 41 people were killed after a river in the region burst its banks, and in 2010 at least 100 people were killed in a landslide.

PAST CASES

A statement from the office of Prime Minister Ruhakana Rugunda said that ""there are reports of displacement and destruction of property as well as missing persons.""

After the 2010 landslide, the government said that the region, where people live on extremely steep slopes, was too dangerous to be lived in and that a programme was under way to re-locate residents.

However similar disasters claimed lives in 2011, 2012 and 2016."	pos
64	187	https://www.nytimes.com/2019/08/11/world/asia/myanmar-landslide.html?partner=IFTTT	Landslide Kills at Least 51 in Myanmar, With More Heavy Rain on the Way	2019-08-11 00:00:00	"MANDALAY, Myanmar — Monsoon downpours that set off flooding and a landslide in Myanmar late last week have killed at least 51 people and left dozens more missing, the authorities said, in the deadliest natural disaster to strike a part of the nation’s southeast in decades.

“This year’s flood is the worst in my life,” U Zaw Zaw Htoo, a member of Parliament from Paung Township in Mon State, which includes the area devastated by the landslide, said on Sunday.

Thirty inches of water drowned the township on Thursday and Friday, he said. The torrential rainfall in Mon State, a finger of land stretching down Myanmar’s coast, is expected to continue over the next couple of days.

Nearly 30 houses in Thaphyu Kone village in Mon State were completely buried by mud, officials said. And as he supervised rescue efforts in Thaphyu Kone, Ko Bo Bo Win, a community activist, said he worried that the crowds of onlookers who had gathered could be swept away by another landslide.

“It’s heartbreaking to see the dead bodies,” he added.

Ma Htay Htay, a resident of Thaphyu Kone, said she had just left for work on Friday when she heard a roaring noise behind her. Turning around, she saw her house disappear under mud.

Eight members of her family are missing, she said on Sunday, adding, “I’m praying hard that I will see them alive, but I don’t really have hope.”

More than 105,000 people across Myanmar have been displaced because of flooding since June, according to the United Nations Office for the Coordination of Humanitarian Affairs."	pos
